Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[strain]	Characteristics[cell type]	Characteristics[sex]	Characteristics[growth condition]	Characteristics[disease]	Characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[growth condition]
Sample 2	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	2	organism part	run 23	proteomic profiling by mass spectrometry	m02869.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02869.raw	1	23	TMT127N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 3	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	3	organism part	run 23	proteomic profiling by mass spectrometry	m02869.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02869.raw	1	23	TMT127C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 4	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	1	organism part	run 23	proteomic profiling by mass spectrometry	m02869.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02869.raw	1	23	TMT128N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 5	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	2	organism part	run 23	proteomic profiling by mass spectrometry	m02869.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02869.raw	1	23	TMT128C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 6	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	3	organism part	run 23	proteomic profiling by mass spectrometry	m02869.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02869.raw	1	23	TMT129N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 7	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	1	organism part	run 23	proteomic profiling by mass spectrometry	m02869.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02869.raw	1	23	TMT129C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 8	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	2	organism part	run 23	proteomic profiling by mass spectrometry	m02869.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02869.raw	1	23	TMT130N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 9	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	3	organism part	run 23	proteomic profiling by mass spectrometry	m02869.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02869.raw	1	23	TMT130C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 10	Saccharomyces cerevisiae	empty	not available	not available	empty	not available	not applicable	empty	not available	1	organism part	run 23	proteomic profiling by mass spectrometry	m02869.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02869.raw	1	23	TMT131	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	empty
Sample 1	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	1	organism part	run 24	proteomic profiling by mass spectrometry	m02870.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02870.raw	1	24	TMT126	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 2	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	2	organism part	run 24	proteomic profiling by mass spectrometry	m02870.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02870.raw	1	24	TMT127N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 3	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	3	organism part	run 24	proteomic profiling by mass spectrometry	m02870.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02870.raw	1	24	TMT127C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 4	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	1	organism part	run 24	proteomic profiling by mass spectrometry	m02870.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02870.raw	1	24	TMT128N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 5	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	2	organism part	run 24	proteomic profiling by mass spectrometry	m02870.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02870.raw	1	24	TMT128C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 6	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	3	organism part	run 24	proteomic profiling by mass spectrometry	m02870.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02870.raw	1	24	TMT129N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 7	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	1	organism part	run 24	proteomic profiling by mass spectrometry	m02870.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02870.raw	1	24	TMT129C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 8	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	2	organism part	run 24	proteomic profiling by mass spectrometry	m02870.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02870.raw	1	24	TMT130N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 9	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	3	organism part	run 24	proteomic profiling by mass spectrometry	m02870.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02870.raw	1	24	TMT130C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 10	Saccharomyces cerevisiae	empty	not available	not available	empty	not available	not applicable	empty	not available	1	organism part	run 24	proteomic profiling by mass spectrometry	m02870.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02870.raw	1	24	TMT131	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	empty
