Number 1,Dataset,Pnumber,Cellline,Rawfile,Name,PX Accession,intrument,,00523_D02_P003815_B0L_A00_R1.RAW,PXD005940
610,full proteome of 59 cell lines,P003206,H322M,00442_E05_P003206_B00A_A00_R1.RAW,NCI-H322M cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000228_A04_P001358_B00A_A00_R1.RAW,PXD005946
611,full proteome of 59 cell lines,P003206,H322M,00442_H06_P003206_B00L_A00_R1.RAW,NCI-H322M cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_E06_P003357_B00I_A00_R1.RAW,PXD005946
612,full proteome of 59 cell lines,P003207,ACHN,00442_D07_P003207_B00D_A00_R1.RAW,ACHN cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00471_B04_P003381_B00B_A00_R1.RAW,PXD005946
613,full proteome of 59 cell lines,P003207,ACHN,00442_G07_P003207_B00G_A00_R1.RAW,ACHN cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00441_E02_P003196_B00A_A00_R1.RAW,PXD005946
614,full proteome of 59 cell lines,P003207,ACHN,00442_F07_P003207_B00F_A00_R1.RAW,ACHN cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000228_E01_P001360_B00E_A00_R1.RAW,PXD005946
615,full proteome of 59 cell lines,P003207,ACHN,00442_C08_P003207_B00K_A00_R1.RAW,ACHN cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000228_B01_P001360_B00B_A00_R1.RAW,PXD005946
616,full proteome of 59 cell lines,P003207,ACHN,00442_E07_P003207_B00E_A00_R1.RAW,ACHN cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00296_B01_P001904_B00B_A00_R1.RAW,PXD005946
617,full proteome of 59 cell lines,P003207,ACHN,00442_A07_P003207_B00A_A00_R1.RAW,ACHN cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_F11_P003361_B00B_A00_R1.RAW,PXD005946
618,full proteome of 59 cell lines,P003207,ACHN,00442_C07_P003207_B00C_A00_R1.RAW,ACHN cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00256_A03_P001569_B00E_A00_R1.RAW,PXD005946
619,full proteome of 59 cell lines,P003207,ACHN,00442_D08_P003207_B00L_A00_R1.RAW,ACHN cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00261_A08_P001565_B00I_A00_R1.RAW,PXD005946
620,full proteome of 59 cell lines,P003207,ACHN,00442_H07_P003207_B00H_A00_R1.RAW,ACHN cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00296_C01_P001904_B00C_A00_R1.RAW,PXD005946
621,full proteome of 59 cell lines,P003207,ACHN,00442_B08_P003207_B00J_A00_R1.RAW,ACHN cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00441_B11_P003201_B00J_A00_R1.RAW,PXD005946
622,full proteome of 59 cell lines,P003207,ACHN,00442_B07_P003207_B00B_A00_R1.RAW,ACHN cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00279_A03_P001745_B00E_A00_R1.RAW,PXD005946
623,full proteome of 59 cell lines,P003207,ACHN,00442_A08_P003207_B00I_A00_R1.RAW,ACHN cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00442_E07_P003207_B00E_A00_R1.RAW,PXD005946
624,full proteome of 59 cell lines,P003208,HCT 15,00442_H07_P003208_B00D_A00_R1.RAW,HCT-15 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00469_B05_P003376_B00D_A00_R1.RAW,PXD005946
625,full proteome of 59 cell lines,P003208,HCT 15,00442_D08_P003208_B00H_A00_R1.RAW,HCT-15 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_F10_P003362_B00F_A00_R1.RAW,PXD005946
626,full proteome of 59 cell lines,P003208,HCT 15,00442_B08_P003208_B00F_A00_R1.RAW,HCT-15 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00287_E04_P001749_B00E_A00_R1.RAW,PXD005946
627,full proteome of 59 cell lines,P003208,HCT 15,00442_H08_P003208_B00L_A00_R1.RAW,HCT-15 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000234_H02_P001390_B00A_A00_R1.RAW,PXD005946
628,full proteome of 59 cell lines,P003208,HCT 15,00442_E08_P003208_B00I_A00_R1.RAW,HCT-15 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000256_C04_P0001568_A00_B00C_R1.RAW,PXD005946
629,full proteome of 59 cell lines,P003208,HCT 15,00442_G07_P003208_B00C_A00_R1.RAW,HCT-15 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00287_D03_P001750_B00H_A00_R1.RAW,PXD005946
630,full proteome of 59 cell lines,P003208,HCT 15,00442_G08_P003208_B00K_A00_R1.RAW,HCT-15 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00441_A05_P003197_B00I_A00_R1.RAW,PXD005946
631,full proteome of 59 cell lines,P003208,HCT 15,00442_A08_P003208_B00E_A00_R1.RAW,HCT-15 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_H09_P003363_B00L_A00_R1.RAW,PXD005946
632,full proteome of 59 cell lines,P003208,HCT 15,00442_E07_P003208_B00A_A00_R1.RAW,HCT-15 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00261_G01_P001561_B00G_A00_R1.RAW,PXD005946
633,full proteome of 59 cell lines,P003208,HCT 15,00442_F07_P003208_B00B_A00_R1.RAW,HCT-15 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00256_E05_P001567_B00A_A00_R2.RAW,PXD005946
634,full proteome of 59 cell lines,P003208,HCT 15,00442_F08_P003208_B00J_A00_R1.RAW,HCT-15 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_F07_P003364_B00F_A00_R1.RAW,PXD005946
635,full proteome of 59 cell lines,P003208,HCT 15,00442_C08_P003208_B00G_A00_R1.RAW,HCT-15 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00441_D05_P003197_B00L_A00_R1.RAW,PXD005946
636,full proteome of 59 cell lines,P003357,Caki-1,00463_G05_P003357_B00C_A00_R1.RAW,Caki-1 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00287_E02_P001750_B00A_A00_R2.RAW,PXD005946
637,full proteome of 59 cell lines,P003357,Caki-1,00463_E05_P003357_B00A_A00_R1.RAW,Caki-1 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00287_G03_P001750_B00K_A00_R1.RAW,PXD005946
638,full proteome of 59 cell lines,P003357,Caki-1,00463_B06_P003357_B00F_A00_R2.RAW,Caki-1 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00296_G01_P001904_B00G_A00_R1.RAW,PXD005946
639,full proteome of 59 cell lines,P003357,Caki-1,00463_H06_P003357_B00L_A00_R1.RAW,Caki-1 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000228_D01_P001360_B00D_A00_R1.RAW,PXD005946
640,full proteome of 59 cell lines,P003357,Caki-1,00463_A06_P003357_B00E_A00_R1.RAW,Caki-1 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000234_G05_P001389_B00L_A00_R1.RAW,PXD005946
641,full proteome of 59 cell lines,P003357,Caki-1,00463_D06_P003357_B00H_A00_R1.RAW,Caki-1 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00279_H03_P001745_B00L_A00_R1.RAW,PXD005946
642,full proteome of 59 cell lines,P003357,Caki-1,00463_G06_P003357_B00K_A00_R1.RAW,Caki-1 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000228_C05_P001358_B00K_A00_R1.RAW,PXD005946
643,full proteome of 59 cell lines,P003357,Caki-1,00463_H05_P003357_B00D_A00_R1.RAW,Caki-1 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00296_E03_P001905_B00I_A00_R1.RAW,PXD005946
644,full proteome of 59 cell lines,P003357,Caki-1,00463_C06_P003357_B00G_A00_R1.RAW,Caki-1 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00296_F02_P001905_B00B_A00_R1.RAW,PXD005946
645,full proteome of 59 cell lines,P003357,Caki-1,00463_F05_P003357_B00B_A00_R1.RAW,Caki-1 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000228_B03_P001359_B00F_A00_R1.RAW,PXD005946
646,full proteome of 59 cell lines,P003357,Caki-1,00463_F06_P003357_B00J_A00_R1.RAW,Caki-1 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_A01_P003360_B00A_A00_R2.RAW,PXD005946
647,full proteome of 59 cell lines,P003357,Caki-1,00463_E06_P003357_B00I_A00_R1.RAW,Caki-1 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000234_B06_P001388_B00C_A00_R1.RAW,PXD005946
648,full proteome of 59 cell lines,P003358,SF-539,00463_E04_P003358_B00E_A00_R1.RAW,SF-539 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00442_D08_P003207_B00L_A00_R1.RAW,PXD005946
649,full proteome of 59 cell lines,P003358,SF-539,00463_D04_P003358_B00D_A00_R1.RAW,SF-539 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00441_E07_P003199_B00E_A00_R1.RAW,PXD005946
650,full proteome of 59 cell lines,P003358,SF-539,00463_B05_P003358_B00J_A00_R1.RAW,SF-539 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00442_E01_P003203_B00E_A00_R1.RAW,PXD005946
651,full proteome of 59 cell lines,P003358,SF-539,00463_C04_P003358_B00C_A00_R1.RAW,SF-539 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00442_F07_P003207_B00F_A00_R1.RAW,PXD005946
652,full proteome of 59 cell lines,P003358,SF-539,00463_F04_P003358_B00F_A00_R1.RAW,SF-539 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00442_E02_P003204_B00A_A00_R1.RAW,PXD005946
653,full proteome of 59 cell lines,P003358,SF-539,00463_H04_P003358_B00H_A00_R1.RAW,SF-539 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00287_D07_P001747_B00D_A00_R1.RAW,PXD005946
654,full proteome of 59 cell lines,P003358,SF-539,00463_B04_P003358_B00B_A00_R1.RAW,SF-539 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00261_H03_P001562_B00L_A00_R1.RAW,PXD005946
655,full proteome of 59 cell lines,P003358,SF-539,00463_C05_P003358_B00K_A00_R1.RAW,SF-539 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_G11_P003361_B00C_A00_R1.RAW,PXD005946
656,full proteome of 59 cell lines,P003358,SF-539,00463_A04_P003358_B00A_A00_R1.RAW,SF-539 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000297_F07_P001892_A00_B00F_R1.RAW,PXD005946
657,full proteome of 59 cell lines,P003358,SF-539,00463_A05_P003358_B00I_A00_R1.RAW,SF-539 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000287_E06_P001748_B00I_A00_R1.RAW,PXD005946
658,full proteome of 59 cell lines,P003358,SF-539,00463_D05_P003358_B00L_A00_R1.RAW,SF-539 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_B03_P003359_B00F_A00_R1.RAW,PXD005946
659,full proteome of 59 cell lines,P003358,SF-539,00463_G04_P003358_B00G_A00_R1.RAW,SF-539 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_F02_P003359_B00B_A00_R1.RAW,PXD005946
660,full proteome of 59 cell lines,P003359,RPMI 8226,00463_D03_P003359_B00H_A00_R1.RAW,RPMI-8226 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00261_B03_P001562_B00F_A00_R1.RAW,PXD005946
661,full proteome of 59 cell lines,P003359,RPMI 8226,00463_G03_P003359_B00K_A00_R1.RAW,RPMI-8226 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00442_H03_P003204_B00L_A00_R1.RAW,PXD005946
662,full proteome of 59 cell lines,P003359,RPMI 8226,00463_F02_P003359_B00B_A00_R1.RAW,RPMI-8226 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00298_F02_P001897_B00B_A00_R1.RAW,PXD005946
663,full proteome of 59 cell lines,P003359,RPMI 8226,00463_A03_P003359_B00E_A00_R1.RAW,RPMI-8226 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00256_E01_P001570_B00E_A00_R1.RAW,PXD005946
664,full proteome of 59 cell lines,P003359,RPMI 8226,00463_E03_P003359_B00I_A00_R1.RAW,RPMI-8226 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000234_B10_P001386_B00K_A00_R1.RAW,PXD005946
665,full proteome of 59 cell lines,P003359,RPMI 8226,00463_F03_P003359_B00J_A00_R1.RAW,RPMI-8226 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00442_B04_P003205_B00B_A00_R2.RAW,PXD005946
666,full proteome of 59 cell lines,P003359,RPMI 8226,00463_B03_P003359_B00F_A00_R1.RAW,RPMI-8226 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00296_G02_P001905_B00C_A00_R1.RAW,PXD005946
667,full proteome of 59 cell lines,P003359,RPMI 8226,00463_C03_P003359_B00G_A00_R1.RAW,RPMI-8226 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00256_G07_P001566_B00G_A00_R1.RAW,PXD005946
668,full proteome of 59 cell lines,P003359,RPMI 8226,00463_G02_P003359_B00C_A00_R1.RAW,RPMI-8226 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_E08_P003363_B00A_A00_R1.RAW,PXD005946
669,full proteome of 59 cell lines,P003359,RPMI 8226,00463_E02_P003359_B00A_A00_R1.RAW,RPMI-8226 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_F06_P003357_B00J_A00_R1.RAW,PXD005946
670,full proteome of 59 cell lines,P003359,RPMI 8226,00463_H02_P003359_B00D_A00_R1.RAW,RPMI-8226 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000228_F08_P001355_B00B_A00_R1.RAW,PXD005946
671,full proteome of 59 cell lines,P003359,RPMI 8226,00463_H03_P003359_B00L_A00_R1.RAW,RPMI-8226 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00287_H04_P001749_B00H_A00_R1.RAW,PXD005946
672,full proteome of 59 cell lines,P003360,SF-295,00463_H01_P003360_B00H_A00_R1.RAW,SF-295 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00483_A02_P003487_B00I_A00_R2.RAW,PXD005946
673,full proteome of 59 cell lines,P003360,SF-295,00463_D02_P003360_B00L_A00_R1.RAW,SF-295 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00261_D03_P001562_B00H_A00_R1.RAW,PXD005946
674,full proteome of 59 cell lines,P003360,SF-295,00463_D01_P003360_B00D_A00_R1.RAW,SF-295 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00441_H04_P003197_B00H_A00_R1.RAW,PXD005946
675,full proteome of 59 cell lines,P003360,SF-295,00463_G01_P003360_B00G_A00_R1.RAW,SF-295 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00469_G04_P003376_B00A_A00_R1.RAW,PXD005946
676,full proteome of 59 cell lines,P003360,SF-295,00463_C02_P003360_B00K_A00_R1.RAW,SF-295 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_H01_P003360_B00H_A00_R1.RAW,PXD005946
677,full proteome of 59 cell lines,P003360,SF-295,00463_C01_P003360_B00C_A00_R1.RAW,SF-295 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00483_D01_P003487_B00D_A00_R1.RAW,PXD005946
678,full proteome of 59 cell lines,P003360,SF-295,00463_E01_P003360_B00E_A00_R1.RAW,SF-295 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00441_A06_P003198_B00E_A00_R1.RAW,PXD005946
679,full proteome of 59 cell lines,P003360,SF-295,00463_A01_P003360_B00A_A00_R2.RAW,SF-295 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00442_E07_P003208_B00A_A00_R1.RAW,PXD005946
680,full proteome of 59 cell lines,P003360,SF-295,00463_B02_P003360_B00J_A00_R1.RAW,SF-295 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000287_H01_P0001751_A00_B00H_R1.RAW,PXD005946
681,full proteome of 59 cell lines,P003360,SF-295,00463_A02_P003360_B00I_A00_R1.RAW,SF-295 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000228_A09_P001355_B00E_A00_R1.RAW,PXD005946
682,full proteome of 59 cell lines,P003360,SF-295,00463_B01_P003360_B00B_A00_R1.RAW,SF-295 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_C07_P003364_B00C_A00_R1.RAW,PXD005946
683,full proteome of 59 cell lines,P003360,SF-295,00463_F01_P003360_B00F_A00_R1.RAW,SF-295 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_D12_P003361_B00H_A00_R1.RAW,PXD005946
684,full proteome of 59 cell lines,P003361,MOLT-4,00463_H12_P003361_B00L_A00_R1.RAW,MOLT-4 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00441_F10_P003201_B00F_A00_R1.RAW,PXD005946
685,full proteome of 59 cell lines,P003361,MOLT-4,00463_G12_P003361_B00K_A00_R1.RAW,MOLT-4 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00442_E08_P003208_B00I_A00_R1.RAW,PXD005946
686,full proteome of 59 cell lines,P003361,MOLT-4,00463_D12_P003361_B00H_A00_R1.RAW,MOLT-4 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00442_A08_P003208_B00E_A00_R1.RAW,PXD005946
687,full proteome of 59 cell lines,P003361,MOLT-4,00463_G11_P003361_B00C_A00_R1.RAW,MOLT-4 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00297_B02_P001888_B00J_A00_R1.RAW,PXD005946
688,full proteome of 59 cell lines,P003361,MOLT-4,00463_H11_P003361_B00D_A00_R1.RAW,MOLT-4 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_B08_P003364_B00J_A00_R1.RAW,PXD005946
689,full proteome of 59 cell lines,P003361,MOLT-4,00463_E11_P003361_B00A_A00_R1.RAW,MOLT-4 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00256_C06_P001567_B00G_A00_R1.RAW,PXD005946
690,full proteome of 59 cell lines,P003361,MOLT-4,00463_E12_P003361_B00I_A00_R1.RAW,MOLT-4 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00442_G01_P003203_B00G_A00_R2.RAW,PXD005946
691,full proteome of 59 cell lines,P003361,MOLT-4,00463_B12_P003361_B00F_A00_R1.RAW,MOLT-4 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00483_C01_P003487_B00C_A00_R2.RAW,PXD005946
692,full proteome of 59 cell lines,P003361,MOLT-4,00463_A12_P003361_B00E_A00_R1.RAW,MOLT-4 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00298_F05_P001899_B00B_A00_R1.RAW,PXD005946
693,full proteome of 59 cell lines,P003361,MOLT-4,00463_C12_P003361_B00G_A00_R1.RAW,MOLT-4 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_H05_P003357_B00D_A00_R1.RAW,PXD005946
694,full proteome of 59 cell lines,P003361,MOLT-4,00463_F12_P003361_B00J_A00_R1.RAW,MOLT-4 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000297_A07_P001892_A00_B00A_R1.RAW,PXD005946
695,full proteome of 59 cell lines,P003361,MOLT-4,00463_F11_P003361_B00B_A00_R1.RAW,MOLT-4 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000234_F03_P001390_B00G_A00_R1.RAW,PXD005946
696,full proteome of 59 cell lines,P003362,MCF-7,00463_D10_P003362_B00D_A00_R1.RAW,MCF-7 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_G05_P003357_B00C_A00_R1.RAW,PXD005946
697,full proteome of 59 cell lines,P003362,MCF-7,00463_F10_P003362_B00F_A00_R1.RAW,MCF-7 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00297_D01_P001888_B00D_A00_R1.RAW,PXD005946
698,full proteome of 59 cell lines,P003362,MCF-7,00463_B10_P003362_B00B_A00_R1.RAW,MCF-7 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000228_G06_P001357_B00K_A00_R1.RAW,PXD005946
699,full proteome of 59 cell lines,P003362,MCF-7,00463_C10_P003362_B00C_A00_R1.RAW,MCF-7 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00261_C07_P001565_B00C_A00_R1.RAW,PXD005946
700,full proteome of 59 cell lines,P003362,MCF-7,00463_E10_P003362_B00E_A00_R1.RAW,MCF-7 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00441_D07_P003199_B00D_A00_R1.RAW,PXD005946
701,full proteome of 59 cell lines,P003362,MCF-7,00463_A10_P003362_B00A_A00_R1.RAW,MCF-7 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_A02_P003360_B00I_A00_R1.RAW,PXD005946
702,full proteome of 59 cell lines,P003362,MCF-7,00463_C11_P003362_B00K_A00_R1.RAW,MCF-7 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00287_H07_P001747_B00H_A00_R1.RAW,PXD005946
703,full proteome of 59 cell lines,P003362,MCF-7,00463_G10_P003362_B00G_A00_R1.RAW,MCF-7 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_G09_P003363_B00K_A00_R1.RAW,PXD005946
704,full proteome of 59 cell lines,P003362,MCF-7,00463_B11_P003362_B00J_A00_R1.RAW,MCF-7 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00471_B01_P003383_B00B_A00_R1.RAW,PXD005946
705,full proteome of 59 cell lines,P003362,MCF-7,00463_H10_P003362_B00H_A00_R1.RAW,MCF-7 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_D09_P003363_B00H_A00_R1.RAW,PXD005946
706,full proteome of 59 cell lines,P003362,MCF-7,00463_D11_P003362_B00L_A00_R1.RAW,MCF-7 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00256_F06_P001567_B00J_A00_R1.RAW,PXD005946
707,full proteome of 59 cell lines,P003362,MCF-7,00463_A11_P003362_B00I_A00_R1.RAW,MCF-7 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00287_F07_P001747_B00F_A00_R1.RAW,PXD005946
708,full proteome of 59 cell lines,P003363,OVCAR-5,00463_C09_P003363_B00G_A00_R1.RAW,OVCAR-5 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00442_C04_P003205_B00C_A00_R1.RAW,PXD005946
709,full proteome of 59 cell lines,P003363,OVCAR-5,00463_F09_P003363_B00J_A00_R1.RAW,OVCAR-5 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00442_C05_P003205_B00K_A00_R2.RAW,PXD005946
710,full proteome of 59 cell lines,P003363,OVCAR-5,00463_G08_P003363_B00C_A00_R1.RAW,OVCAR-5 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00256_H01_P001570_B00H_A00_R1.RAW,PXD005946
711,full proteome of 59 cell lines,P003363,OVCAR-5,00463_D09_P003363_B00H_A00_R1.RAW,OVCAR-5 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00256_E07_P001566_B00E_A00_R1.RAW,PXD005946
712,full proteome of 59 cell lines,P003363,OVCAR-5,00463_H09_P003363_B00L_A00_R1.RAW,OVCAR-5 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000287_A06_P001748_B00E_A00_R1.RAW,PXD005946
713,full proteome of 59 cell lines,P003363,OVCAR-5,00463_A09_P003363_B00E_A00_R1.RAW,OVCAR-5 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00256_F07_P001566_B00F_A00_R1.RAW,PXD005946
714,full proteome of 59 cell lines,P003363,OVCAR-5,00463_B09_P003363_B00F_A00_R1.RAW,OVCAR-5 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00441_H05_P003198_B00D_A00_R1.RAW,PXD005946
715,full proteome of 59 cell lines,P003363,OVCAR-5,00463_E08_P003363_B00A_A00_R1.RAW,OVCAR-5 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00296_D04_P001906_B00D_A00_R2.RAW,PXD005946
716,full proteome of 59 cell lines,P003363,OVCAR-5,00463_E09_P003363_B00I_A00_R1.RAW,OVCAR-5 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00471_B05_P003381_B00J_A00_R1.RAW,PXD005946
717,full proteome of 59 cell lines,P003363,OVCAR-5,00463_F08_P003363_B00B_A00_R1.RAW,OVCAR-5 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000256_D04_P0001568_A00_B00D_R1.RAW,PXD005946
718,full proteome of 59 cell lines,P003363,OVCAR-5,00463_G09_P003363_B00K_A00_R1.RAW,OVCAR-5 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,000234_H08_P001386_B00A_A00_R1.RAW,PXD005946
719,full proteome of 59 cell lines,P003363,OVCAR-5,00463_H08_P003363_B00D_A00_R1.RAW,OVCAR-5 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00298_C12_P001903_B00G_A00_R1.RAW,PXD005946
720,full proteome of 59 cell lines,P003364,HOP-92,00463_B08_P003364_B00J_A00_R1.RAW,HOP-92 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00442_A06_P003206_B00E_A00_R2.RAW,PXD005946
721,full proteome of 59 cell lines,P003364,HOP-92,00463_H07_P003364_B00H_A00_R1.RAW,HOP-92 cell,PXD005946,AC=MS:1000639;NM=LTQ Orbitrap XL ETD,,00463_B10_P003362_B00B_A00_R1.RAW,PXD005946
