Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[ancestry category]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[disease]	Characteristics[cell type]	Characteristics[cell line]	Characteristics[biological replicate]	Assay Name	Comment[fraction identifier]	Comment[technical replicate]	Comment[file uri]	Comment[instrument]	Comment[MS2 analyzer type]	Comment[label]	Comment[cleavage agent details]	Comment[cleavage agent details]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[collision energy]	Comment[dissociation method]	Comment[precursor mass tolerance]	Comment[fragment mass tolerance]	Comment[data file]	factor value[time]	factor value[treatment]
Sample 88	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 193	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_0h_R1_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_0h_R1_IMAC_2.raw	0h	no drugs (WiDr PTPN11 KO control)
Sample 88	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 194	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_0h_R1_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_0h_R1_IMAC_3.raw	0h	no drugs (WiDr PTPN11 KO control)
Sample 89	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 195	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_24h_R1_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_24h_R1_IMAC_1.raw	24h	no drugs (WiDr PTPN11 KO control)
Sample 89	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 196	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_24h_R1_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_24h_R1_IMAC_2.raw	24h	no drugs (WiDr PTPN11 KO control)
Sample 89	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 197	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_24h_R1_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_24h_R1_IMAC_3.raw	24h	no drugs (WiDr PTPN11 KO control)
Sample 90	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 198	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_2h_R1_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_2h_R1_IMAC_1.raw	2h	no drugs (WiDr PTPN11 KO control)
Sample 90	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 199	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_2h_R1_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_2h_R1_IMAC_2.raw	2h	no drugs (WiDr PTPN11 KO control)
Sample 90	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 200	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_2h_R1_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_2h_R1_IMAC_3.raw	2h	no drugs (WiDr PTPN11 KO control)
Sample 91	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 201	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_48h_R1_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_48h_R1_IMAC_1.raw	48h	no drugs (WiDr PTPN11 KO control)
Sample 91	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 202	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_48h_R1_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_48h_R1_IMAC_2.raw	48h	no drugs (WiDr PTPN11 KO control)
Sample 91	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 203	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_48h_R1_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_48h_R1_IMAC_3.raw	48h	no drugs (WiDr PTPN11 KO control)
Sample 92	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 204	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_6h_R1_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_6h_R1_IMAC_1.raw	6h	no drugs (WiDr PTPN11 KO control)
Sample 92	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 205	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_6h_R1_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_6h_R1_IMAC_2.raw	6h	no drugs (WiDr PTPN11 KO control)
Sample 92	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 206	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_6h_R1_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_6h_R1_IMAC_3.raw	6h	no drugs (WiDr PTPN11 KO control)
Sample 93	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 207	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_24h_R1_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_24h_R1_IMAC_1.raw	24h	3 ¦Ìm?PLX4032 (BRAFi)
Sample 93	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 208	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_24h_R1_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_24h_R1_IMAC_2.raw	24h	3 ¦Ìm?PLX4032 (BRAFi)
Sample 93	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 209	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_24h_R1_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_24h_R1_IMAC_3.raw	24h	3 ¦Ìm?PLX4032 (BRAFi)
Sample 94	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 210	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_2h_R1_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_2h_R1_IMAC_1.raw	2h	3 ¦Ìm?PLX4032 (BRAFi)
Sample 94	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 211	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_2h_R1_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_2h_R1_IMAC_2.raw	2h	3 ¦Ìm?PLX4032 (BRAFi)
Sample 94	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 212	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_2h_R1_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_2h_R1_IMAC_3.raw	2h	3 ¦Ìm?PLX4032 (BRAFi)
Sample 95	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 213	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_48h_R1_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_48h_R1_IMAC_2.raw	48h	3 ¦Ìm?PLX4032 (BRAFi)
Sample 95	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 214	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_48h_R1_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_48h_R1_IMAC_3.raw	48h	3 ¦Ìm?PLX4032 (BRAFi)
Sample 96	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 215	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_6h_R1_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_6h_R1_IMAC_1.raw	6h	3 ¦Ìm?PLX4032 (BRAFi)
Sample 96	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 216	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_6h_R1_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_6h_R1_IMAC_2.raw	6h	3 ¦Ìm?PLX4032 (BRAFi)
Sample 96	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 217	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_6h_R1_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_6h_R1_IMAC_3.raw	6h	3 ¦Ìm?PLX4032 (BRAFi)
Sample 97	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 218	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLXplusGEF_24h_R1_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLXplusGEF_24h_R1_IMAC_1.raw	24h	3 ¦Ìm PLX4032 and 3 ¦Ìm gefitinib (BRAFi+EGFRi)
Sample 97	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 219	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLXplusGEF_24h_R1_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLXplusGEF_24h_R1_IMAC_3.raw	24h	3 ¦Ìm PLX4032 and 3 ¦Ìm gefitinib (BRAFi+EGFRi)
Sample 98	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 220	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLXplusGEF_2h_R1_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLXplusGEF_2h_R1_IMAC_1.raw	2h	3 ¦Ìm PLX4032 and 3 ¦Ìm gefitinib (BRAFi+EGFRi)
Sample 98	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 221	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLXplusGEF_2h_R1_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLXplusGEF_2h_R1_IMAC_2.raw	2h	3 ¦Ìm PLX4032 and 3 ¦Ìm gefitinib (BRAFi+EGFRi)
Sample 98	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 222	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLXplusGEF_2h_R1_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLXplusGEF_2h_R1_IMAC_3.raw	2h	3 ¦Ìm PLX4032 and 3 ¦Ìm gefitinib (BRAFi+EGFRi)
Sample 99	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 223	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLXplusGEF_48h_R1_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLXplusGEF_48h_R1_IMAC_2.raw	48h	3 ¦Ìm PLX4032 and 3 ¦Ìm gefitinib (BRAFi+EGFRi)
Sample 99	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	1	run 224	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLXplusGEF_48h_R1_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLXplusGEF_48h_R1_IMAC_3.raw	48h	3 ¦Ìm PLX4032 and 3 ¦Ìm gefitinib (BRAFi+EGFRi)
